Label,Temperature [°C],NaOH Concentration [mM],Mg++ Concentration [mM],Seed Volume Fraction [m^3 mineral/m^3 medium],Carbonation_Percentage,Reaction_Rate
Run_1519,30.0,600.0,660.0,0.0001,100.0,38528.4686338824
Run_1520,30.0,600.0,660.0,0.0032,100.0,38533.460552050456
Run_1521,30.0,800.0,32.0,1e-10,100.0,1546.587989125327
Run_1522,30.0,800.0,32.0,1e-09,100.0,1585.3568154919171
Run_1523,30.0,800.0,32.0,1e-08,100.0,1612.3008457358621
Run_1524,30.0,800.0,32.0,1e-07,100.0,1640.176440492124
Run_1525,30.0,800.0,32.0,1e-06,100.0,1669.0315529428653
Run_1526,30.0,800.0,32.0,1e-05,100.0,1698.9064165823502
Run_1527,30.0,800.0,32.0,0.0001,100.0,1745.6465248653776
Run_1528,30.0,800.0,32.0,0.0032,100.0,1841.9254610404487
Run_1529,30.0,800.0,80.0,1e-10,100.0,4136.749183552444
Run_1530,30.0,800.0,80.0,1e-09,100.0,4210.17541052058
Run_1531,30.0,800.0,80.0,1e-08,100.0,4247.874749012422
Run_1532,30.0,800.0,80.0,1e-07,100.0,4286.254948782055
Run_1533,30.0,800.0,80.0,1e-06,100.0,4365.130352243615
Run_1534,30.0,800.0,80.0,1e-05,100.0,4405.629514161122
Run_1535,30.0,800.0,80.0,0.0001,100.0,4446.527664080314
Run_1536,30.0,800.0,80.0,0.0032,100.0,4605.4277334832705
Run_1537,30.0,800.0,160.0,1e-10,100.0,8572.891550307297
Run_1538,30.0,800.0,160.0,1e-09,100.0,8651.054372257755
Run_1539,30.0,800.0,160.0,1e-08,100.0,8730.657205112715
Run_1540,30.0,800.0,160.0,1e-07,100.0,8811.737786867292
Run_1541,30.0,800.0,160.0,1e-06,100.0,8894.331298042693
Run_1542,30.0,800.0,160.0,1e-05,100.0,8978.415108975027
Run_1543,30.0,800.0,160.0,0.0001,100.0,9072.498596260119
Run_1544,30.0,800.0,160.0,0.0032,100.0,9211.264785207948
Run_1545,30.0,800.0,250.0,1e-10,100.0,13518.170419375512
Run_1546,30.0,800.0,250.0,1e-09,100.0,13641.870244411646
Run_1547,30.0,800.0,250.0,1e-08,100.0,13768.561717807235
Run_1548,30.0,800.0,250.0,1e-07,100.0,13897.62741381473
Run_1549,30.0,800.0,250.0,1e-06,100.0,14035.54984485961
Run_1550,30.0,800.0,250.0,1e-05,100.0,14094.749070807591
Run_1551,30.0,800.0,250.0,0.0001,100.0,14246.158792006307
Run_1552,30.0,800.0,250.0,0.0032,100.0,14407.859266314308
Run_1553,30.0,800.0,300.0,1e-10,100.0,16388.552069681336
Run_1554,30.0,800.0,300.0,1e-09,100.0,16547.975802199264
Run_1555,30.0,800.0,300.0,1e-08,100.0,16568.58018799081
Run_1556,30.0,800.0,300.0,1e-07,100.0,16692.987876274623
Run_1557,30.0,800.0,300.0,1e-06,100.0,16866.5506700351
Run_1558,30.0,800.0,300.0,1e-05,100.0,16957.468752402667
Run_1559,30.0,800.0,300.0,0.0001,100.0,17118.09610984646
Run_1560,30.0,800.0,300.0,0.0032,100.0,17312.810746675932
Run_1561,30.0,800.0,350.0,1e-10,100.0,19168.69987998788
Run_1562,30.0,800.0,350.0,1e-09,100.0,19315.34170428032
Run_1563,30.0,800.0,350.0,1e-08,100.0,19513.47209262258
Run_1564,30.0,800.0,350.0,1e-07,100.0,19555.92525775954
Run_1565,30.0,800.0,350.0,1e-06,100.0,19753.23490628432
Run_1566,30.0,800.0,350.0,1e-05,100.0,19963.466167300525
Run_1567,30.0,800.0,350.0,0.0001,100.0,20007.513652698515
Run_1568,30.0,800.0,350.0,0.0032,100.0,20229.6874567904
Run_1569,30.0,800.0,400.0,1e-10,100.0,21988.159198745594
Run_1570,30.0,800.0,400.0,1e-09,100.0,22174.961184517048
Run_1571,30.0,800.0,400.0,1e-08,100.0,22303.718894640002
Run_1572,30.0,800.0,400.0,1e-07,100.0,22582.823734352838
Run_1573,30.0,800.0,400.0,1e-06,100.0,22731.327632418015
Run_1574,30.0,800.0,400.0,1e-05,100.0,22943.40428603331
Run_1575,30.0,800.0,400.0,0.0001,100.0,22910.210804402952
Run_1576,30.0,800.0,400.0,0.0032,100.0,23153.77297407699
Run_1577,30.0,800.0,450.0,1e-10,100.0,24932.302788618148
Run_1578,30.0,800.0,450.0,1e-09,100.0,25054.958381190794
Run_1579,30.0,800.0,450.0,1e-08,100.0,25111.697323719836
Run_1580,30.0,800.0,450.0,1e-07,100.0,25452.382030268127
Run_1581,30.0,800.0,450.0,1e-06,100.0,25718.04240935705
Run_1582,30.0,800.0,450.0,1e-05,100.0,25769.854381759655
Run_1583,30.0,800.0,450.0,0.0001,100.0,25921.159526946176
Run_1584,30.0,800.0,450.0,0.0032,100.0,26124.644378248973
Run_1585,30.0,800.0,550.0,1e-10,100.0,30473.938065620805
Run_1586,30.0,800.0,550.0,1e-09,100.0,30866.139678608342
Run_1587,30.0,800.0,550.0,1e-08,100.0,31017.259912389425
Run_1588,30.0,800.0,550.0,1e-07,100.0,31058.048375881786
Run_1589,30.0,800.0,550.0,1e-06,100.0,31621.0536884607
Run_1590,30.0,800.0,550.0,1e-05,100.0,31782.470910719792
Run_1591,30.0,800.0,550.0,0.0001,100.0,31991.4636998707
Run_1592,30.0,800.0,550.0,0.0032,100.0,32057.805695574156
Run_1593,30.0,800.0,660.0,1e-10,100.0,36990.281114501275
Run_1594,30.0,800.0,660.0,1e-09,100.0,36912.49541100571
Run_1595,30.0,800.0,660.0,1e-08,100.0,37566.68955778186
Run_1596,30.0,800.0,660.0,1e-07,100.0,37800.57242169096
Run_1597,30.0,800.0,660.0,1e-06,100.0,37954.54292499604
Run_1598,30.0,800.0,660.0,1e-05,100.0,38323.11897615976
Run_1599,30.0,800.0,660.0,0.0001,100.0,38597.53491773732
Run_1600,30.0,800.0,660.0,0.0032,100.0,38574.97218013164
Run_1601,30.0,900.0,32.0,1e-10,100.0,1559.3093681229202
Run_1602,30.0,900.0,32.0,1e-09,100.0,1585.3678463427702
Run_1603,30.0,900.0,32.0,1e-08,100.0,1612.3120640623515
Run_1604,30.0,900.0,32.0,1e-07,100.0,1640.1878527769393
Run_1605,30.0,900.0,32.0,1e-06,100.0,1669.0431473102647
Run_1606,30.0,900.0,32.0,1e-05,100.0,1698.9182185895447
Run_1607,30.0,900.0,32.0,0.0001,100.0,1745.6586722205043
Run_1608,30.0,900.0,32.0,0.0032,100.0,1841.9382975255094
Run_1609,30.0,900.0,80.0,1e-10,100.0,4136.760862191119
Run_1610,30.0,900.0,80.0,1e-09,100.0,4210.187107786488
Run_1611,30.0,900.0,80.0,1e-08,100.0,4247.886551019618
Run_1612,30.0,900.0,80.0,1e-07,100.0,4286.266857423263
Run_1613,30.0,900.0,80.0,1e-06,100.0,4365.142480037784
Run_1614,30.0,900.0,80.0,1e-05,100.0,4405.641754585778
Run_1615,30.0,900.0,80.0,0.0001,100.0,4446.540218523945
Run_1616,30.0,900.0,80.0,0.0032,100.0,4605.440777008415
Run_1617,30.0,900.0,160.0,1e-10,100.0,8572.903651023356
Run_1618,30.0,900.0,160.0,1e-09,100.0,8651.066583301368
Run_1619,30.0,900.0,160.0,1e-08,100.0,8730.669528516464
Run_1620,30.0,900.0,160.0,1e-07,100.0,8811.750224718153
Run_1621,30.0,900.0,160.0,1e-06,100.0,8894.343852486325
Run_1622,30.0,900.0,160.0,1e-05,100.0,8978.427782218001
Run_1623,30.0,900.0,160.0,0.0001,100.0,9067.720545518087
Run_1624,30.0,900.0,160.0,0.0032,100.0,9211.277828733093
Run_1625,30.0,900.0,250.0,1e-10,100.0,13517.501232008548
Run_1626,30.0,900.0,250.0,1e-09,100.0,13641.882763424983
Run_1627,30.0,900.0,250.0,1e-08,100.0,13768.5743530843
Run_1628,30.0,900.0,250.0,1e-07,100.0,13897.640167535243
Run_1629,30.0,900.0,250.0,1e-06,100.0,14029.13714628596
Run_1630,30.0,900.0,250.0,1e-05,100.0,14058.80527078758
Run_1631,30.0,900.0,250.0,0.0001,100.0,14214.128510550434
Run_1632,30.0,900.0,250.0,0.0032,100.0,14396.746819702343
Run_1633,30.0,900.0,300.0,1e-10,100.0,16372.369720543235
Run_1634,30.0,900.0,300.0,1e-09,100.0,16538.028197875443
Run_1635,30.0,900.0,300.0,1e-08,100.0,16695.107590544027
Run_1636,30.0,900.0,300.0,1e-07,100.0,16685.124579444622
Run_1637,30.0,900.0,300.0,1e-06,100.0,16854.470814545337
Run_1638,30.0,900.0,300.0,1e-05,100.0,17048.96694384404
Run_1639,30.0,900.0,300.0,0.0001,100.0,17090.42440616579
Run_1640,30.0,900.0,300.0,0.0032,100.0,17300.281108922027
Run_1641,30.0,900.0,350.0,1e-10,100.0,19149.762749469606
Run_1642,30.0,900.0,350.0,1e-09,100.0,19292.94271467786
Run_1643,30.0,900.0,350.0,1e-08,100.0,19490.142837636336
Run_1644,30.0,900.0,350.0,1e-07,100.0,19714.054229859645
Run_1645,30.0,900.0,350.0,1e-06,100.0,19719.3387326739
Run_1646,30.0,900.0,350.0,1e-05,100.0,19932.339442922683
Run_1647,30.0,900.0,350.0,0.0001,100.0,19988.559934140867
Run_1648,30.0,900.0,350.0,0.0032,100.0,20203.766135149286
Run_1649,30.0,900.0,400.0,1e-10,100.0,22143.424082455975
Run_1650,30.0,900.0,400.0,1e-09,100.0,22143.341599345735
Run_1651,30.0,900.0,400.0,1e-08,100.0,22282.434289532324
Run_1652,30.0,900.0,400.0,1e-07,100.0,22538.786600774383
Run_1653,30.0,900.0,400.0,1e-06,100.0,22675.207487489017
Run_1654,30.0,900.0,400.0,1e-05,100.0,22938.42912041788
Run_1655,30.0,900.0,400.0,0.0001,100.0,23103.49296623268
Run_1656,30.0,900.0,400.0,0.0032,100.0,23122.54887627334
Run_1657,30.0,900.0,450.0,1e-10,100.0,24860.030876012606
Run_1658,30.0,900.0,450.0,1e-09,100.0,25211.178765819415
Run_1659,30.0,900.0,450.0,1e-08,100.0,25114.32541663209
Run_1660,30.0,900.0,450.0,1e-07,100.0,25374.611799198236
Run_1661,30.0,900.0,450.0,1e-06,100.0,25647.059171092817
Run_1662,30.0,900.0,450.0,1e-05,100.0,25967.925331576644
Run_1663,30.0,900.0,450.0,0.0001,100.0,25906.751660422568
Run_1664,30.0,900.0,450.0,0.0032,100.0,26047.904839219107
Run_1665,30.0,900.0,550.0,1e-10,100.0,30532.542441362515
Run_1666,30.0,900.0,550.0,1e-09,100.0,30754.390404026
Run_1667,30.0,900.0,550.0,1e-08,100.0,30940.30399041424
Run_1668,30.0,900.0,550.0,1e-07,100.0,31026.60831550247
Run_1669,30.0,900.0,550.0,1e-06,100.0,31491.726998936727
Run_1670,30.0,900.0,550.0,1e-05,100.0,31672.171790618944
Run_1671,30.0,900.0,550.0,0.0001,100.0,31925.13220291584
Run_1672,30.0,900.0,550.0,0.0032,100.0,31957.22095844816
Run_1673,30.0,900.0,660.0,1e-10,100.0,36850.326217380774
Run_1674,30.0,900.0,660.0,1e-09,100.0,36877.466822345865
Run_1675,30.0,900.0,660.0,1e-08,100.0,37485.95684133469
Run_1676,30.0,900.0,660.0,1e-07,100.0,37710.61200831366
Run_1677,30.0,900.0,660.0,1e-06,100.0,38154.7926162737
Run_1678,30.0,900.0,660.0,1e-05,100.0,38489.922834093595
Run_1679,30.0,900.0,660.0,0.0001,100.0,38517.31383177378
Run_1680,30.0,900.0,660.0,0.0032,100.0,38463.272162558234
Run_1681,30.0,1000.0,32.0,1e-10,100.0,1559.3193091652047
Run_1682,30.0,1000.0,32.0,1e-09,100.0,1585.3779535152908
Run_1683,30.0,1000.0,32.0,1e-08,100.0,1612.3223430120656
Run_1684,30.0,1000.0,32.0,1e-07,100.0,1640.198309443702
Run_1685,30.0,1000.0,32.0,1e-06,100.0,1683.8664431158472
Run_1686,30.0,1000.0,32.0,1e-05,100.0,1714.2792879222598
Run_1687,30.0,1000.0,32.0,0.0001,100.0,1745.6698024057978
Run_1688,30.0,1000.0,32.0,0.0032,100.0,1841.950098810165
Run_1689,30.0,1000.0,80.0,1e-10,100.0,4173.161779827835
Run_1690,30.0,1000.0,80.0,1e-09,100.0,4210.19805039008
Run_1691,30.0,1000.0,80.0,1e-08,100.0,4247.8974012520375
Run_1692,30.0,1000.0,80.0,1e-07,100.0,4325.3576852139495
Run_1693,30.0,1000.0,80.0,1e-06,100.0,4365.153629784036
Run_1694,30.0,1000.0,80.0,1e-05,100.0,4405.653205305618
Run_1695,30.0,1000.0,80.0,0.0001,100.0,4446.551577306277
Run_1696,30.0,1000.0,80.0,0.0032,100.0,4605.45257829307
Run_1697,30.0,1000.0,160.0,1e-10,100.0,8572.914791365132
Run_1698,30.0,1000.0,160.0,1e-09,100.0,8651.077825214536
Run_1699,30.0,1000.0,160.0,1e-08,100.0,8730.6808738723
Run_1700,30.0,1000.0,160.0,1e-07,100.0,8811.761675437992
Run_1701,30.0,1000.0,160.0,1e-06,100.0,8894.355211268656
Run_1702,30.0,1000.0,160.0,1e-05,100.0,8978.439449648036
Run_1703,30.0,1000.0,160.0,0.0001,100.0,9063.395870663326
Run_1704,30.0,1000.0,160.0,0.0032,100.0,9211.289837057826
Run_1705,30.0,1000.0,250.0,1e-10,100.0,13641.89410878082
Run_1706,30.0,1000.0,250.0,1e-09,100.0,13641.89410878082
Run_1707,30.0,1000.0,250.0,1e-08,100.0,13768.585803804139
Run_1708,30.0,1000.0,250.0,1e-07,100.0,13897.651725594458
Run_1709,30.0,1000.0,250.0,1e-06,100.0,14029.148813715992
Run_1710,30.0,1000.0,250.0,1e-05,100.0,14182.302826799736
Run_1711,30.0,1000.0,250.0,0.0001,100.0,14182.802514557037
Run_1712,30.0,1000.0,250.0,0.0032,100.0,14392.857115488325
Run_1713,30.0,1000.0,300.0,1e-10,100.0,16370.345971155413
Run_1714,30.0,1000.0,300.0,1e-09,100.0,16527.157851045635
Run_1715,30.0,1000.0,300.0,1e-08,100.0,16683.890678700205
Run_1716,30.0,1000.0,300.0,1e-07,100.0,16677.287627809663
Run_1717,30.0,1000.0,300.0,1e-06,100.0,16849.631615036284
Run_1718,30.0,1000.0,300.0,1e-05,100.0,17041.943395513976
Run_1719,30.0,1000.0,300.0,0.0001,100.0,17073.826556734846
Run_1720,30.0,1000.0,300.0,0.0032,100.0,17288.45554727829
Run_1721,30.0,1000.0,350.0,1e-10,100.0,19136.982600585772
Run_1722,30.0,1000.0,350.0,1e-09,100.0,19279.997581644264
Run_1723,30.0,1000.0,350.0,1e-08,100.0,19478.095975345896
Run_1724,30.0,1000.0,350.0,1e-07,100.0,19683.844487881957
Run_1725,30.0,1000.0,350.0,1e-06,100.0,19706.92261113778
Run_1726,30.0,1000.0,350.0,1e-05,100.0,19911.15957194112
Run_1727,30.0,1000.0,350.0,0.0001,100.0,20163.70124045339
Run_1728,30.0,1000.0,350.0,0.0032,100.0,20190.314462711664
Run_1729,30.0,1000.0,400.0,1e-10,100.0,22104.91547030383
Run_1730,30.0,1000.0,400.0,1e-09,100.0,22109.883112411248
Run_1731,30.0,1000.0,400.0,1e-08,100.0,22260.056072267937
Run_1732,30.0,1000.0,400.0,1e-07,100.0,22490.813279576498
Run_1733,30.0,1000.0,400.0,1e-06,100.0,22612.3628116771
Run_1734,30.0,1000.0,400.0,1e-05,100.0,22923.82202074908
Run_1735,30.0,1000.0,400.0,0.0001,100.0,23090.892038969123
Run_1736,30.0,1000.0,400.0,0.0032,100.0,23093.458922266163
Run_1737,30.0,1000.0,450.0,1e-10,100.0,24836.01587547409
Run_1738,30.0,1000.0,450.0,1e-09,100.0,25159.639314602715
Run_1739,30.0,1000.0,450.0,1e-08,100.0,25104.61549458065
Run_1740,30.0,1000.0,450.0,1e-07,100.0,25330.82199435537
Run_1741,30.0,1000.0,450.0,1e-06,100.0,25575.94017290585
Run_1742,30.0,1000.0,450.0,1e-05,100.0,25904.169448677094
Run_1743,30.0,1000.0,450.0,0.0001,100.0,25877.85615291188
Run_1744,30.0,1000.0,450.0,0.0032,100.0,26015.012639306704
Run_1745,30.0,1000.0,550.0,1e-10,100.0,30532.46577947534
Run_1746,30.0,1000.0,550.0,1e-09,100.0,30666.95556433738
Run_1747,30.0,1000.0,550.0,1e-08,100.0,31147.747836890732
Run_1748,30.0,1000.0,550.0,1e-07,100.0,31068.980298794828
Run_1749,30.0,1000.0,550.0,1e-06,100.0,31727.903924531598
Run_1750,30.0,1000.0,550.0,1e-05,100.0,31906.54276944127
Run_1751,30.0,1000.0,550.0,0.0001,100.0,31844.65473366274
Run_1752,30.0,1000.0,550.0,0.0032,100.0,31889.084654095946
Run_1753,30.0,1000.0,660.0,1e-10,100.0,37101.97833903537
Run_1754,30.0,1000.0,660.0,1e-09,100.0,37201.43332900429
Run_1755,30.0,1000.0,660.0,1e-08,100.0,37395.33668623947
Run_1756,30.0,1000.0,660.0,1e-07,100.0,37600.02500331971
Run_1757,30.0,1000.0,660.0,1e-06,100.0,37943.330862709714
Run_1758,30.0,1000.0,660.0,1e-05,100.0,38386.83859314891
Run_1759,30.0,1000.0,660.0,0.0001,100.0,38422.22727201037
Run_1760,30.0,1000.0,660.0,0.0032,100.0,38419.89358736867
Run_1761,40.0,32.0,32.0,1e-10,-1.1490294990987927e-05,-3.4849727305625824e-06
Run_1762,40.0,32.0,32.0,1e-09,-0.0001149029499088,-3.484972730530869e-05
Run_1763,40.0,32.0,32.0,1e-08,-0.0011490294989833,-0.0003484972730212342
Run_1764,40.0,32.0,32.0,1e-07,-0.011490294979216,-0.003484972726992216
Run_1765,40.0,32.0,32.0,1e-06,-0.1149029486038306,-0.034849726909505094
Run_1766,40.0,32.0,32.0,1e-05,-1.1490289970168688,-0.3484971207762849
Run_1767,40.0,32.0,32.0,0.0001,-3.014115935149361,-0.9141725124539963
Run_1768,40.0,32.0,32.0,0.0032,-3.004767974942207,-0.9113373035723245
Run_1769,40.0,32.0,80.0,1e-10,57.32326156978317,1942.571523637634
Run_1770,40.0,32.0,80.0,1e-09,57.32326156978317,1958.5875276379973
Run_1771,40.0,32.0,80.0,1e-08,57.323256973650075,1980.0655760218458
Run_1772,40.0,32.0,80.0,1e-07,57.323252377516965,1994.2542726543493
Run_1773,40.0,32.0,80.0,1e-06,57.32320641618598,2000.2345711277856
Run_1774,40.0,32.0,80.0,1e-05,57.32269164927886,2024.2119819360432
Run_1775,40.0,32.0,80.0,0.0001,57.31754857634084,2042.9404307472244
Run_1776,40.0,32.0,80.0,0.0032,57.139862070725215,2332.4402700629757
Run_1777,40.0,32.0,160.0,1e-10,79.01602392752392,5653.266666353887
Run_1778,40.0,32.0,160.0,1e-09,79.01602392752392,5714.02387721388
Run_1779,40.0,32.0,160.0,1e-08,79.01602392752392,5729.301021979429
Run_1780,40.0,32.0,160.0,1e-07,79.01601473525773,5784.012399538875
Run_1781,40.0,32.0,160.0,1e-06,79.01594579326124,5776.392215970656
Run_1782,40.0,32.0,160.0,1e-05,79.01523339263086,5828.164672712025
Run_1783,40.0,32.0,160.0,0.0001,79.00812317472635,5820.163974883974
Run_1784,40.0,32.0,160.0,0.0032,78.76317226120375,6258.582196757553
Run_1785,40.0,32.0,250.0,1e-10,87.10435990024557,10167.619318009905
Run_1786,40.0,32.0,250.0,1e-09,87.10435990024556,10228.27440247828
Run_1787,40.0,32.0,250.0,1e-08,87.10435990024558,10287.068011357822
Run_1788,40.0,32.0,250.0,1e-07,87.10435107567001,10307.6844773776
Run_1789,40.0,32.0,250.0,1e-06,87.10427312525265,10340.157956434812
Run_1790,40.0,32.0,250.0,1e-05,87.10348920879125,10395.183133319786
Run_1791,40.0,32.0,250.0,0.0001,87.09565004417725,10447.176476742434
Run_1792,40.0,32.0,250.0,0.0032,86.82562685690775,10826.27675803411
Run_1793,40.0,32.0,300.0,1e-10,89.5607545331087,12842.35186692212
Run_1794,40.0,32.0,300.0,1e-09,89.5607545331087,12934.839667351862
Run_1795,40.0,32.0,300.0,1e-08,89.56075330747322,12955.854471384355
Run_1796,40.0,32.0,300.0,1e-07,89.56074595366024,12935.032299780727
Run_1797,40.0,32.0,300.0,1e-06,89.56066506171773,13025.204159313967
Run_1798,40.0,32.0,300.0,1e-05,89.55985859356323,13004.086158393902
Run_1799,40.0,32.0,300.0,0.0001,89.55179881456044,13089.757514518618
Run_1800,40.0,32.0,300.0,0.0032,89.2741617344806,13443.979073530794
Run_1801,40.0,32.0,350.0,1e-10,91.35008570295608,15519.598717165514
Run_1802,40.0,32.0,350.0,1e-09,91.35008570295608,15653.371707234877
Run_1803,40.0,32.0,350.0,1e-08,91.35008465241138,15677.586661207037
Run_1804,40.0,32.0,350.0,1e-07,91.35007624805372,15646.427372558952
Run_1805,40.0,32.0,350.0,1e-06,91.34999430556648,15735.008372978691
Run_1806,40.0,32.0,350.0,1e-05,91.34917172905978,15740.011604351277
Run_1807,40.0,32.0,350.0,0.0001,91.34095121671665,15814.679129683516
Run_1808,40.0,32.0,350.0,0.0032,91.05776953675668,16217.834167829846
Run_1809,40.0,32.0,400.0,1e-10,92.72605593853136,18375.68135875343
Run_1810,40.0,32.0,400.0,1e-09,92.7260476654918,18446.55822629729
Run_1811,40.0,32.0,400.0,1e-08,92.7260476654918,18483.39769738874
Run_1812,40.0,32.0,400.0,1e-07,92.7260384732256,18544.871796953907
Run_1813,40.0,32.0,400.0,1e-06,92.7259557428298,18579.577246212048
Run_1814,40.0,32.0,400.0,1e-05,92.72512843887196,18654.64878143276
Run_1815,40.0,32.0,400.0,0.0001,92.71678186116378,18553.27314250242
Run_1816,40.0,32.0,400.0,0.0032,92.42933050487272,18984.36416679201
Run_1817,40.0,32.0,450.0,1e-10,93.83285493774092,21255.090270362874
Run_1818,40.0,32.0,450.0,1e-09,93.83285575483129,21367.419647597577
Run_1819,40.0,32.0,450.0,1e-08,93.83285575483129,21495.468422463764
Run_1820,40.0,32.0,450.0,1e-07,93.832847583928,21421.43452795292
Run_1821,40.0,32.0,450.0,1e-06,93.8327658748951,21545.835332457315
Run_1822,40.0,32.0,450.0,1e-05,93.83191610095322,21533.572131477787
Run_1823,40.0,32.0,450.0,0.0001,93.82347555785722,21683.730225404444
Run_1824,40.0,32.0,450.0,0.0032,93.53259140082254,21931.940407946273
Run_1825,40.0,32.0,550.0,1e-10,95.579558738592,27779.80767979821
Run_1826,40.0,32.0,550.0,1e-09,95.57955940712048,27939.517184915792
Run_1827,40.0,32.0,550.0,1e-08,95.57955272183598,28084.891555967322
Run_1828,40.0,32.0,550.0,1e-07,95.57954603655146,27924.947795768374
Run_1829,40.0,32.0,550.0,1e-06,95.57945912785284,28197.38117026019
Run_1830,40.0,32.0,550.0,1e-05,95.57860341143582,28043.428094334748
Run_1831,40.0,32.0,550.0,0.0001,95.5699994502741,28190.47903489403
Run_1832,40.0,32.0,550.0,0.0032,95.27370095559732,28269.458332045477
Run_1833,40.0,32.0,660.0,1e-10,96.48907843675065,35772.37047902585
Run_1834,40.0,32.0,660.0,1e-09,96.48907899385767,36322.12171098335
Run_1835,40.0,32.0,660.0,1e-08,96.48907899385767,36361.5367472719
Run_1836,40.0,32.0,660.0,1e-07,96.48906785171684,36510.49453926275
Run_1837,40.0,32.0,660.0,1e-06,96.48897871459006,36615.45354647519
Run_1838,40.0,32.0,660.0,1e-05,96.48811519867446,36678.48231832016
Run_1839,40.0,32.0,660.0,0.0001,96.47942989988456,36711.32348441443
Run_1840,40.0,32.0,660.0,0.0032,96.18031355778768,36635.897900356955
Run_1841,40.0,50.0,32.0,1e-10,23.52322062390022,303.211791463671
Run_1842,40.0,50.0,32.0,1e-09,23.523252796831915,309.64535308813095
Run_1843,40.0,50.0,32.0,1e-08,23.523283820730335,316.39070250310107
Run_1844,40.0,50.0,32.0,1e-07,23.523319440761856,323.4872497360293
Run_1845,40.0,50.0,32.0,1e-06,23.523438940222434,330.9236890514181
Run_1846,40.0,50.0,32.0,1e-05,23.524006562660187,342.5436044177305
Run_1847,40.0,50.0,32.0,0.0001,23.525209600498904,361.9328800847816
Run_1848,40.0,50.0,32.0,0.0032,23.4526998556924,413.3075659422354
Run_1849,40.0,50.0,80.0,1e-10,68.21757237364537,2319.996973342587
Run_1850,40.0,50.0,80.0,1e-09,68.21757237364537,2345.23886710329
Run_1851,40.0,50.0,80.0,1e-08,68.21757237364537,2357.513687204227
Run_1852,40.0,50.0,80.0,1e-07,68.21756318137918,2373.4453177721266
Run_1853,40.0,50.0,80.0,1e-06,68.2175034316489,2396.5470399764513
Run_1854,40.0,50.0,80.0,1e-05,68.21689214594667,2404.2958967676154
Run_1855,40.0,50.0,80.0,0.0001,68.21076090439233,2426.4560627865794
Run_1856,40.0,50.0,80.0,0.0032,67.99929741663058,2757.1788733533094
Run_1857,40.0,50.0,160.0,1e-10,84.44601736846255,6060.66450934458
Run_1858,40.0,50.0,160.0,1e-09,84.44601736846255,6068.0794015179745
Run_1859,40.0,50.0,160.0,1e-08,84.44601736846255,6137.663695512753
Run_1860,40.0,50.0,160.0,1e-07,84.44600817619637,6126.702141210672
Run_1861,40.0,50.0,160.0,1e-06,84.44593234000021,6169.738626511172
Run_1862,40.0,50.0,160.0,1e-05,84.4451716799723,6184.076836208417
Run_1863,40.0,50.0,160.0,0.0001,84.43757197389276,6243.943578897715
Run_1864,40.0,50.0,160.0,0.0032,84.1757900209608,6676.509007971798
Run_1865,40.0,50.0,250.0,1e-10,90.56416858421144,10524.867081360033
Run_1866,40.0,50.0,250.0,1e-09,90.56416858421144,10556.756296859465
Run_1867,40.0,50.0,250.0,1e-08,90.56416711344885,10634.93284545993
Run_1868,40.0,50.0,250.0,1e-07,90.5641582888733,10721.585099326154
Run_1869,40.0,50.0,250.0,1e-06,90.56407739693071,10763.026196450208
Run_1870,40.0,50.0,250.0,1e-05,90.56326259445493,10738.68325996486
Run_1871,40.0,50.0,250.0,0.0001,90.55511162817145,10764.562826295843
Run_1872,40.0,50.0,250.0,0.0032,90.27436216932034,11204.817890016082
Run_1873,40.0,50.0,300.0,1e-10,92.43849396863708,13214.261134534563
Run_1874,40.0,50.0,300.0,1e-09,92.4384927430016,13285.223900329687
Run_1875,40.0,50.0,300.0,1e-08,92.4384927430016,13297.421145405842
Run_1876,40.0,50.0,300.0,1e-07,92.43848416355311,13360.379994100127
Run_1877,40.0,50.0,300.0,1e-06,92.4384008203396,13421.79189351709
Run_1878,40.0,50.0,300.0,1e-05,92.4375686138398,13341.725846058973
Run_1879,40.0,50.0,300.0,0.0001,92.42924900011246,13449.533556560937
Run_1880,40.0,50.0,300.0,0.0032,92.14268806800716,13875.570827897975
Run_1881,40.0,50.0,350.0,1e-10,93.813356711226,15861.886852902457
Run_1882,40.0,50.0,350.0,1e-09,93.81335671122598,16008.190185755142
Run_1883,40.0,50.0,350.0,1e-08,93.81335671122598,16051.029059882889
Run_1884,40.0,50.0,350.0,1e-07,93.8133472563236,16047.29617232776
Run_1885,40.0,50.0,350.0,1e-06,93.81326321274692,16092.662903211414
Run_1886,40.0,50.0,350.0,1e-05,93.8124185748014,16065.579710378948
Run_1887,40.0,50.0,350.0,0.0001,93.80397534698004,16105.30937252582
Run_1888,40.0,50.0,350.0,0.0032,93.51315515644536,16551.268082793064
Run_1889,40.0,50.0,400.0,1e-10,94.8798406778879,18723.849964977777
Run_1890,40.0,50.0,400.0,1e-09,94.8798415971145,18686.07585550042
Run_1891,40.0,50.0,400.0,1e-08,94.8798415971145,18849.228583721448
Run_1892,40.0,50.0,400.0,1e-07,94.8798324048483,18902.242897219992
Run_1893,40.0,50.0,400.0,1e-06,94.87974967445253,18854.053021121
Run_1894,40.0,50.0,400.0,1e-05,94.87889479369608,18910.34790085862
Run_1895,40.0,50.0,400.0,0.0001,94.87035517839772,18907.39115457202
